CellID,ClusterID,ClusterName
1198,-1,NA
1199,14,eL2/3
1200,1,Astro-1
1201,2,eL6-2
1202,8,eL4
1203,10,Oligo
1204,1,eL2/3
1205,8,eL6-2
1206,11,eL2/3
1207,5,eL6-1
1208,-1,NA
1209,1,eL4
1210,-1,NA
1211,4,Reln
1212,5,eL2/3
1213,1,eL4
1214,3,eL4
1215,8,eL2/3
1216,4,Reln
1217,3,Micro
1218,8,Astro-1
1219,9,eL2/3
1220,10,eL6-1
1221,10,eL2/3
1222,14,eL2/3
1223,5,eL4
1224,9,Oligo
1225,-1,NA
1226,4,eL4
1227,10,Oligo
1228,4,eL5
1229,10,Oligo
1230,10,Astro-1
1231,4,eL2/3
1232,9,Micro
1233,8,Oligo
1234,4,PVALB
1235,11,Micro
1236,5,eL6-1
1237,3,Endo
1238,2,Oligo
1239,1,PVALB
1240,9,eL6-2
1241,10,Smc
1242,4,eL6-1
1243,10,eL5
1244,2,Micro
1245,4,eL2/3
1246,9,eL6-2
1247,15,eL5
1248,-1,NA
1249,-1,NA
1250,15,eL6-1
1251,11,Smc
1252,11,Endo
1253,5,Oligo
1254,4,PVALB
1255,11,Astro-2
1256,10,Oligo
1257,8,Smc
1258,5,eL6-2
1259,3,eL6-2
1260,13,eL5
1261,10,eL2/3
1262,10,Astro-2
1263,10,eL4
1264,1,eL2/3
1265,3,Oligo
1266,10,eL2/3
1267,10,Endo
1268,2,eL2/3
1269,10,eL4
1270,1,eL6-2
1271,5,Astro-2
1272,10,Astro-2
1273,2,eL4
1274,5,eL2/3
1275,1,eL2/3
1276,1,eL2/3
1277,4,Oligo
1278,10,eL6-2
1279,3,eL4
1280,5,Smc
1281,2,Astro-2
1282,11,eL6-2
1283,5,eL4
1284,5,Endo
1285,11,Astro-2
1286,4,Astro-2
1287,14,eL5
1288,15,eL6-2
1289,1,eL6-2
1290,11,SST
1291,10,Micro
1292,1,eL4
1293,10,eL6-1
1294,1,eL2/3
1295,-1,NA
1296,10,eL6-2
1297,-1,NA
1298,10,eL6-2
1299,7,eL4
1300,1,Endo
1301,8,Smc
1302,4,Oligo
1303,4,Astro-2
1304,4,eL4
1305,11,eL2/3
1306,10,Oligo
1307,5,eL5
1308,10,eL6-2
1309,3,eL5
1310,4,Astro-2
1311,10,eL6-2
1312,-1,NA
1313,8,Astro-2
1314,-1,NA
1315,3,Smc
1316,8,eL6-1
1317,8,PVALB
1318,5,Oligo
1319,11,Oligo
1320,4,eL2/3
1321,1,Oligo
1322,5,Oligo
1323,8,eL4
1324,10,Astro-2
1325,8,eL4
1326,12,eL6-1
1327,-1,NA
1328,7,Reln
1329,5,eL6-2
1330,9,Reln
1331,5,eL2/3
1332,10,Oligo
1333,10,eL4
1334,8,eL2/3
1335,1,eL6-2
1336,8,eL2/3
1337,11,eL2/3
1338,-1,NA
1339,1,Smc
1340,-1,NA
1341,4,eL4
1342,-1,NA
1343,-1,NA
1344,-1,NA
1345,11,Reln
1346,10,Oligo
1347,8,eL2/3
1348,10,eL4
1349,14,eL2/3
1350,1,eL2/3
1351,10,Oligo
1352,8,eL4
1353,2,eL6-2
1354,4,eL5
1355,1,eL6-1
1356,10,eL4
1357,10,SST
1358,1,eL2/3
1359,5,Oligo
1360,10,eL6-2
1361,10,Reln
1362,5,Oligo
1363,12,eL6-2
1364,9,eL4
1365,7,Micro
1366,-1,NA
1367,9,eL2/3
1368,8,Micro
1369,5,eL6-2
1370,10,eL6-2
